text,label
Zusätzlich zu den Mitarbeitern der Betriebsmannschaft werden bis zu 1200 Fachmänner in der Anlage tätig sein.	,1
Nach einer Rechnung des Bundesinstituts für Berufsbildung werden im Jahr 2025 nur noch 360.000 Auszubildende zur Verfügung stehen.	,0
Nach einer Rechnung des Bundesinstituts für Berufsbildung werden im Jahr 2025 nur noch 360.000 Lehrlinge zur Verfügung stehen.        ,1
"""Der Jahresurlaub ist zur Wiederherstellung der Arbeitskraft und nicht zum Auskurieren von Krankheiten gedacht"", kritisierte Bsirske.        ",0
Die AHS-Lehrerin bzw. der AHS-Lehrer bereiten gemeinsam mit dem Kollegium die neuen Lehrpläne für das kommende Schuljahr vor. ,0
Der AHS-Lehrer bereiten die neuen Lehrpläne für das kommende Schuljahr alleine vor. ,1
Alle Abnehmerinnen und Abnehmer erhalten die neuen Produkte pünktlich und mit detaillierten Informationen zum Gebrauch. ,0
"Die Abnehmer erhalten die neuen Produkte pünktlich, aber ohne zusätzliche Informationen. ",1
"Jede Abonnentin und jeder Abonnent bekommt die Zeitung pünktlich nach Hause geliefert, inklusive der Sonderbeilage zum Monatsanfang. ",0
"Die Abonnenten bekommen die Zeitung pünktlich nach Hause geliefert, Sonderbeilage fehlt. ",1
Der Brief wurde von der Absenderin bzw. dem Absender korrekt adressiert und rechtzeitig verschickt. ,0
"Der Brief wurde von den Absendern adressiert, kam aber verspätet an. ",1
Die Abteilungsleiterin bzw. der Abteilungsleiter übernimmt die Leitung der neuen Abteilung und koordiniert die Teamarbeit effizient. ,0
Der Abteilungsleiter übernimmt die Leitung der neuen Abteilung ohne weitere Koordination. ,1
Das Pflegepersonal sorgt rund um die Uhr für die Patienten und dokumentiert alle Pflegeleistungen sorgfältig. ,0
"Das Pflegepersonal sorgt rund um die Uhr für die Patienten,  ohne detaillierte Dokumentation. ",0
"Die Altenpfleger sorgen rund um die Uhr für die Patienten, ohne detaillierte Dokumentation. ",1
Die Altenpfleger sorgen rund um die Uhr für die Patienten und dokumentiert alle Pflegeleistungen sorgfältig. ,1
Die Amtsärztin und der Amtsarzt kontrollieren regelmäßig die Dokumente und geben Hinweise zu notwendigen Anpassungen. ,0
"Die Amtsärztin und der Amtsarzt kontrollieren  die Dokumente gelegentlich, ohne Rückmeldung. ",0
"Die Amtsärzte kontrollieren die Dokumente gelegentlich, ohne Rückmeldung. ",1
Die Amtsärzte kontrollieren regelmäßig die Dokumente und geben Hinweise zu notwendigen Anpassungen. ,1
Die amtsführende Stadträtin bzw. der amtsführende Stadtrat besuchte die Sitzung und brachte alle wichtigen Unterlagen mit. ,0
Der amtsführende Stadtrat besuchte die Sitzung und brachte alle wichtigen Unterlagen mit. ,1
"Der amtsführende Stadtrat besuchte die Sitzung, Unterlagen wurden vergessen. ",1
"Die amtsführende Stadträtin bzw. der amtsführende Stadtrat besuchte die Sitzung, Unterlagen wurden vergessen. ",0
Die Amtsgehilfin und der Amtsgehilfe sortieren die Unterlagen und bereiten sich für die nächste Sitzung vor. ,0
Der Amtsgehilfe sortiert  die Unterlagen und bereiten sich für die nächste Sitzung vor. ,1
"Der Amtsgehilfe sortiert die Unterlagen sorgfällig, aber Vorbereitung bleibt unvollständig. ",1
"Die Amtsgehilfin und der Amtsgehilfe sortieren die Unterlagen sorgfällig, aber Vorbereitung bleibt unvollständig. ",0
"Jedes Familienmitglied erhält die Informationen rechtzeitig per E-Mail, inklusive Anweisungen zur weiteren Vorgehensweise. ",0
"Jeder Familienangehörige erhält die Informationen rechtzeitig per E-Mail, inklusive Anweisungen zur weiteren Vorgehensweise. ",1
"Jeder Familienangehörige erhält die Informationen per E-Mail, ohne Anweisungen. ",1
"Jedes Familienmitglied erhält die Informationen per E-Mail, ohne Anweisungen. ",0
Alle Mitarbeiter sind mit dem dem neuen Projekt beschäftigt und berichtet regelmäßig über den Fortschritt. ,1
Alle Mitarbeitende sind mit dem dem neuen Projekt beschäftigt und berichtet regelmäßig über den Fortschritt. ,0
"Alle Mitarbeiter arbeiten an dem neuen Projekt, Fortschrittsberichte fehlen. ",1
"Alle Mitarbeitende arbeiten an dem neuen Projekt, Fortschrittsberichte fehlen. ",0
Eine Ansprechperson steht jederzeit für Fragen zur Verfügung und vermittelt die Anliegen effizient. ,0
Ein Ansprechpartner steht jederzeit für Fragen zur Verfügung und vermittelt die Anliegen effizient. ,1
"Ein Ansprechpartner steht nur sporadisch zur Verfügung, Anliegen bleiben oft unbeantwortet. ",1
"Eine Ansprechperson steht nur sporadisch zur Verfügung, Anliegen bleiben oft unbeantwortet. ",0
Der Antrag wurde von der Antragstellerin bzw. dem Antragsteller vollständig und korrekt ausgefüllt. ,0
Der Antrag wurde vom Antragsteller vollständig und korrekt ausgefüllt. ,1
"Der Antrag wurde vom Antragsteller ausgefüllt, einige Angaben fehlen. ",1
"Der Antrag wurde von der Antragstellerin bzw. dem Antragsteller ausgefüllt, einige Angaben fehlen. ",0
Die Kosten für die Rechtsvertretung wurden transparent für alle Beteiligten aufgezeigt. ,0
Die Kosten für die Rechtsvertretung wurden transparent für alle Teilnehmer aufgezeigt. ,1
Die Beschäftigten arbeiten Hand in Hand an den Projekten und tauschen regelmäßig Feedback aus. ,0
Die Arbeitnehmer  arbeiten Hand in Hand an den Projekten und tauschen regelmäßig Feedback aus. ,1
"Die Beschäftigten arbeiten an den Projekten, Feedback wird kaum gegeben. ",0
"Die Arbeitnehmer  arbeiten allein an den Projekten, Feedback wird kaum gegeben. ",1
Die Unternehmen bzw. Arbeitgebenden setzen auf Gleichberechtigung in allen Abteilungen. ,0
Die Arbeitgeber setzen auf Gleichberechtigung in allen Abteilungen. ,1
Die Unternehmen bzw. Arbeitgebenden entscheiden alleine über die Personalfragen ohne Rücksicht auf Gender. ,0
Die Arbeitgeber entscheidet alleine über die Personalfragen ohne Rücksicht auf Gender. ,1
Die Assistenzärztin bzw. der Assistenzarzt übernimmt verantwortungsvoll die Versorgung der Patienten. ,0
Die Assistenzärzte übernehmen verantwortungsvoll die Versorgung der Patienten. ,1
Die Assistenzärzte übernehmen die Versorgung der Patienten ohne Berücksichtigung der Assistenzärztin. ,1
Die Assistenzärztin bzw. der Assistenzarzt übernimmt die Versorgung der Patienten ohne Berücksichtigung der Assistenzärztin. ,0
Die Begleitende unterstützen die Teilnehmerinnen und Teilnehmer während der gesamten Exkursion. ,0
Die Begleiter unterstützt nur die Teilnehmer während der gesamten Exkursion. ,1
Das Manual steht allen Benutzerinnen und Benutzern zur Verfügung und erklärt alle Funktionen ausführlich. ,0
Das Benutzerhandbuch steht allen Benutzern zur Verfügung und erklärt alle Funktionen ausführlich.,1
Die Beratung wurde allen Ratsuchenden neutral und professionell angeboten. ,0
Der Berater kann allen Ratsuchenden neutral und professionell beraten. ,1
Die beschuldigte Person wurde korrekt informiert und erhielt die Möglichkeit zur Stellungnahme. ,0
Der Beschuldigte wurde korrekt informiert und erhielt die Möglichkeit zur Stellungnahme. ,1
Die Bewohnerin bzw. der Bewohner des Hauses erhielt alle relevanten Informationen zur neuen Hausordnung. ,0
Die Bewohner des Hauses erhalten alle relevanten Informationen zur neuen Hausordnung.,1
Der Budgetkoordinatorin bzw. -koordinator wurde die Verantwortung für den Finanzplan übertragen. ,0
Der Budgetkoordinator wurde die Verantwortung für den Finanzplan übertragen. ,1
Der Budgetkoordinator übernahm die Verantwortung alleine.,1
Der Budgetkoordinatorin bzw. -koordinator übernahm die Verantwortung alleine.,0
"Die Bundespräsidentschaftswahl wurde transparent durchgeführt, alle Bürgerinnen und Bürger konnten ihre Stimme abgeben. ",0
"Die Bundespräsidentwahl wurde transparent durchgeführt, alle  Bürger konnten ihre Stimme abgeben. ",1
Die Börsenmakler*innen handeln täglich mit Aktien und sorgen für einen funktionierenden Markt. ,0
"Die Börsenmakler handeln ausschließlich männlich, weibliche Börsenmakler werden ignoriert. ",1
Die Bürger wurde umfassend über die neuen Regelungen informiert. ,1
Die Bevölkerung wurde umfassend über die neuen Regelungen informiert. ,0
Die Bürgerbeteiligung an der Planung wurde aktiv gefördert. ,1
Die Beteiligung von Bürgerinnen und Bürgern an der Planung wurde aktiv gefördert. ,0
Die Chirurgen führten die Operationen erfolgreich durch. ,1
Die Chirurginnen und Chirurgen führten die Operationen erfolgreich durch. ,0
Die Clownin bzw. der Clown bereitete den Kindern viel Freude bei der Aufführung. ,0
Der Clown bereitete den Kindern viel Freude bei der Aufführung. ,1
Die Controller*innen überprüften die Finanzberichte korrekt und vollständig. ,0
Die Controller überprüften die Finanzberichte korrekt und vollständig.,1
"Die Controllerinnen und Controller stellten sicher, dass alle Rechnungen korrekt verbucht wurden. ",0
"Die Controller stellten sicher, dass alle Rechnungen korrekt verbucht wurden. ",1
Die Dachdecker*innen reparierten das Dach zuverlässig und fristgerecht. ,0
Die Dachdecker reparierten das Dach zuverlässig und fristgerecht.,1
Die Dachdeckerin und der Dachdecker arbeiteten am Neubau. ,0
Der Dachdecker arbeiteten am Neubau.,1
Die Dekanatvorsitzende eröffneten das neue Semester mit einer Begrüßungsrede. ,0
Die Dekanin bzw. der Dekan eröffneten das neue Semester mit einer Begrüßungsrede. ,0
Der Dekan eröffnete das neue Semester mit einer Begrüßungsrede.,1
Die Dekanatvorsitzende führten die Fakultätsversammlung.,0
Die Dekane führten die Versammlung.,1
Die Delegierten und Delegiertinnen wurden über alle Tagesordnungspunkte informiert.,0
Die Delegierten wurden über alle Tagesordnungspunkte informiert.,1
Die Demonstrierenden protestierten friedlich für ihre Anliegen. ,0
Die Demonstranten protestierten friedlich für ihre Anliegen.,1
Die Dentistin bzw. der Dentist behandelte die Patienten professionell. ,0
Der Dentisten behandelten die Patienten professionell.  ,1
Die Zahnärztin bzw. der Zahnarzt arbeitete korrekt und mit allen Hygienestandards. ,0
Die Zahnärzte arbeitete korrekt und mit allen Hygienestandards.,1
Die Desinfektionshilfskraft reinigte alle Räume sorgfältig. ,0
Die Desinfektionsgehilfin bzw. der Desinfektionsgehilfe reinigten alle Räume sorgfältig. ,0
Die Desinfektionsgehilfinnen reinigte alle Räume sorgfältig. ,1
Die dezentralen Administrator*innen verwalteten die Netzwerke effizient. ,0
Die dezentrale Administratoren verwalteten die Netzwerke effizient.,1
Die diplomierten Sozialarbeiter*innen arbeiten in verschiedenen Einrichtungen der Stadt und unterstützen Familien. ,0
Die diplomierten Sozialarbeiter arbeiten in verschiedenen Einrichtungen der Stadt und unterstützen Familien.,1
Die diplomierte Sozialarbeiterin bzw. der diplomierte Sozialarbeiter leitete das Projekt erfolgreich. ,0
Die diplomierten Sozialarbeiter leiteten das Projekt erfolgreich. ,1
Die diplomierte Logopäde führten die Therapien erfolgreich durch. ,1
Die Diplomierte Logopädin bzw. der Diplomierte Logopäde führte die Therapien erfolgreich durch. ,0
Die diplomierte Sozialarbeiter koordinierten das Team effizient. ,1
Die Diplomierte Sozialarbeiterin bzw. der Diplomierte Sozialarbeiter koordinierte das Team effizient. ,0
Die Diplomingenieure übernahmen die Bauleitung für das neue Projekt. ,1
Die Diplomingenieurin bzw. der Diplomingenieur übernahm die Bauleitung für das neue Projekt. ,0
Die Diplomingenieurin bzw. der Diplomingenieur plante die technischen Abläufe. ,0
Die Diplomingenieure planten die technischen Abläufe. ,1
Die Diplomsozialarbeiterinnen betreuten die Jugendlichen in der Einrichtung. ,1
Die Diplomsozialarbeiterin bzw. der Diplomsozialarbeiter betreute die Jugendlichen in der Einrichtung. ,0
Die Direktionssekretärinnen organisierten die Abläufe im Büro. ,1
Die Direktionssekretärin bzw. der Direktionssekretär organisierte die Abläufe im Büro. ,0
Das Sekretariat organisierte die Abläufe im Büro. ,0
Die Direktorin bzw. der Direktor eröffnete die neue Ausstellung im Museum. ,0
Die Direktoren eröffneten die neue Ausstellung im Museum. ,1
Die Leitung planten die Umsetzung der neuen Projekte gemeinsam. ,0
Die Direktoren planten die Umsetzung der neuen Projekte gemeinsam. ,1
Die Dirigenten führten das Orchester perfekt durch das Konzert. ,1
Die Dirigent*innen führten das Orchester perfekt durch das Konzert. ,0
Die Diätologen betreuten die Patienten mit speziellen Ernährungsplänen. ,1
Die Diätologin bzw. der Diätologe betreute die Patienten mit speziellen Ernährungsplänen. ,0
Die Diätologen planten gemeinsam die Ernährungsberatung in der Klinik. ,1
Die Diätolog*innen planten gemeinsam die Ernährungsberatung in der Klinik. ,0
Die Doktoren halten einen Vortrag über moderne Medizin. ,1
Die Doktorin bzw. der Doktor hielt einen Vortrag über moderne Medizin. ,0
Die Doktoren tauschten sich auf der Konferenz über aktuelle Forschung aus. ,1
Die Doktor*innen tauschten sich auf der Konferenz über aktuelle Forschung aus. ,0
Die Dolmetscher übersetzten simultan alle Redebeiträge. ,1
Die Dolmetscher*innen übersetzten simultan alle Redebeiträge. ,0
Die Drechsler*innen fertigten Holzarbeiten für die Ausstellung an. ,0
Die Drechsler fertigten Holzarbeiten für die Ausstellung an.,1
Die Drechslerin bzw. der Drechsler erstellte ein Kunstwerk aus Holz. ,0
Die Drechsler erstellte ein Kunstwerk aus Holz. ,1
Die Dreher*innen reparierten die Maschinen effizient. ,0
Die Dreher reparierten die Maschinen effizient.,1
Die Landtagspräsidentschaft eröffnete die Sitzung. ,0
Die Landtagspräsidente eröffneten die Sitzung. ,1
Die Drogenkoordinatoren leiteten das Projekt zur Prävention. ,1
Der Drogenkoordinator bzw. die Drogenkoordinatorin leitete das Projekt zur Prävention. ,0
Die Druckereileiter organisierten die Produktion der Zeitung. ,1
Der Druckereileiter bzw. die Druckereileiterin organisierte die Produktion der Zeitung. ,0
Die Druckereileitung organisierte die Produktion der Zeitung. ,0
Die Ansprechpartner*innen kümmerten sich um alle technischen Probleme. ,0
Die Ansprechpartner  kümmerten sich um alle technischen Probleme. ,1
Die Genforscherinnen und Genforschern arbeiten an neuen Studien. ,0
Die Genforscher arbeiten an neuen Studien. ,1
Die Genosse sprachen auf der Versammlung über die aktuellen Pläne. ,1
Die Genossinnen und Genossen diskutierten die Strategie auf der Versammlung. ,0
Die Genossenschafter*innen beteiligten sich aktiv an der Projektplanung. ,0
Die Genossenschafterinnen und Genossenschafter arbeiteten gemeinsam am Konzept. ,0
Die Genossenschafterinnen und Genossenschaftern organisierten das Treffen. ,0
Die Genossen beteiligten sich aktiv an der Projektplanung. ,1
Die Genossen arbeiteten am Konzept. ,1
Die Genossen organisierten das Treffen. ,1
Die Geschäftsabteilungsleitung leitete die Abteilung erfolgreich. ,0
Die Geschäftsabteilungsleiter koordinierten die Abteilungen effizient. ,1
Die Geschäftsabteilungsleiter*innen koordinierten die Abteilungen effizient. ,0
Die Geschäftsabteilungsleiterinnen leiteten die Abteilung erfolgreich. ,1
Die Geschäftsabteilungsleiter leiteten die Abteilung erfolgreich. ,1
Die Geschäftsführung plante die Strategie für das neue Geschäftsjahr. ,0
Die Geschäftsführer planten die Strategie für das neue Geschäftsjahr. ,1
Die Geschäftsführer überwachten die Projekte. ,1
Die Geschäftsführerinnen und Geschäftsführer arbeiteten eng zusammen an der Umsetzung. ,0
Die Geschäftsführer arbeiteten eng zusammen an der Umsetzung. ,1
Die Geschäftsführerin und der Geschäftsführer überwachten die Projekte. ,0
Die Geschäftsführer  überwachte alle Prozesse sorgfältig. ,1
Die Geschäftsführung überwachte alle Prozesse sorgfältig. ,0
Die Geschäftsführerinnen und Geschäftsführern führten die Kontrollen gemeinsam durch. ,0
Die Geschäftsführer führten die Kontrollen gemeinsam durch. ,1
Der Geschäftsgruppenkoordinatorin bzw. -koordinator organisierte das Team effizient. ,0
Die Geschäftsgruppenkoordinatoren organisierten das Team effizient. ,1
Die Geschäftsgruppenkoordinator*innen planten die Abläufe . ,0
Die Geschäftsgruppenkoordinatoren planten die Abläufe. ,1
Die Geschäftsinhaber leiteten erfolgreich ihr Unternehmen. ,1
Die Geschäftsinhaberin bzw. der Geschäftsinhaber leiteten erfolgreich ihr Unternehmen. ,0
Die Geschäftsinhaberin bzw. der Geschäftsinhaber übernahm die Verantwortung. ,0
Die Geschäftsinhaber übernahm die Verantwortung. ,1
Die Geschäftbesitzende führten die Prozesse gemeinsam durch. ,0
Die Geschäftsbesitzer führten die Prozesse gemeinsam durch. ,1
Die Geschäftsleiter koordinierten die Abteilungen effizient. ,1
Die Geschäftsleiter*innen koordinierten die Abteilungen effizient. ,0
Die Geschäftsleiter leitete die Abteilung erfolgreich. ,1
Die Geschäftsleiterin bzw. der Geschäftsleiter leitete die Abteilung erfolgreich. ,0
Die Gesetzgebende erarbeitete neue Richtlinien. ,0
Die Legislative plante die neuen Gesetze sorgfältig. ,0
Die gesetzgebende Instanz überprüfte die Vorschriften. ,0
Die Gesundheits- und Krankenpfleger*innen versorgten die Patienten effizient. ,0
Die Gesundheits- und Krankenschwester betreuten die Patienten sorgfältig. ,1
Die Gesundheits- und Krankenpflegerin betreuten die Patienten sorgfältig. ,1
Die Grafiker entwarfen das Titelbild. ,1
Die Grafiker gestalteten gemeinsam das neue Magazin. ,1
Die Grafiker*innen gestalteten gemeinsam das neue Magazin. ,0
Die Grafikerin bzw. der Grafiker entwarfen das Titelbild. ,0
Die Gruppenleiter*innen koordinierten die Teams effizient. ,0
Die Gruppenleiter koordinierten die Teams effizient. ,1
Die Gruppenleiterin bzw. der Gruppenleiter leitete die Sitzung. ,0
Die  Gruppenleiter leitete die Sitzung. ,1
Die Gruppenleitung plante die Aufgaben für das Projekt. ,0
Die Gruppenleiter  planten die Aufgaben für das Projekt. ,1
Die Gründer*innen entwickelten das Start-up erfolgreich. ,0
Die Gründer entwickelten das Start-up erfolgreich. ,1
Die Gründerin bzw. der Gründer stellte das Unternehmen vor. ,0
Die Gründer stellte das Unternehmen vor. ,1
Die Gründerinnen und Gründer arbeiteten gemeinsam an der Idee. ,0
Die Gründer arbeiteten gemeinsam an der Idee. ,1
Die Gymnasiasten diskutierten über die Aufgaben. ,1
Die Gymnasiasten bereiteten sich intensiv auf die Prüfung vor. ,1
Der Gymnasiastin bzw. der Gymnasiast bereitete sich intensiv auf die Prüfung vor. ,0
Die Gymnasiastinnen und Gymnasiasten diskutierten über die Aufgaben. ,0
Die Schüler*innen organisierten gemeinsam ein Projekt für die Schule. ,0
Die Schüler organisierten gemeinsam ein Projekt für die Schule. ,1
Die Gärtner*innen pflegten den Park mit großem Einsatz. ,0
Die Gärtner pflegten den Park mit großem Einsatz. ,1
Die Gärtnerin bzw. der Gärtner kümmerte sich um die Pflanzen. ,0
Die Gärtner kümmerte sich um die Pflanzen. ,1
Die Gärtnerinnen und Gärtner gestalteten gemeinsam die Blumenbeete. ,0
Die Gärtner gestalteten gemeinsam die Blumenbeete. ,1
Die Gärtnerinnen und Gärtnern arbeiteten an allen Gartenprojekten. ,0
Die Gärtner arbeiteten an allen Gartenprojekten. ,1
Die Gästinnen und Gäste wurden freundlich empfangen. ,0
Die Gäste wurden freundlich empfangen. ,1
Die Lehrer*innen unterrichteten die Schüler in allen Fächern. ,0
Die Lehrer unterrichteten die Schüler in allen Fächern. ,1
Die Lehrerin bzw. der Lehrer erklärte das Thema ausführlich. ,0
Die Lehrer erklärten das Thema ausführlich. ,1
Die Lehrerinnen und Lehrer betreuten gemeinsam das Projekt. ,0
Die Lehrer betreuten gemeinsam das Projekt. ,1
Die Lehrerinnen und Lehrern halfen den Schülern bei der Vorbereitung. ,0
Die -Lehrern halfen den Schülern bei der Vorbereitung. ,1
Die Hackerin bzw. der Hacker analysierte den Sicherheitsvorfall. ,0
Die Hacker analysierten den Sicherheitsvorfall. ,1
Die Hauptschullehrer bereitete die Stunden vor. ,1
Die Hauptschullehrer planten gemeinsam den Unterricht. ,1
Die Hauptschullehrer*innen planten gemeinsam den Unterricht. ,0
Die Hauptschullehrerin bzw. der Hauptschullehrer bereitete die Stunden vor. ,0
Die Hauptschullehrerinnen und Hauptschullehrer organisierten gemeinsam die Klassenaktivitäten. ,0
Die Hauptschullehrer organisierten gemeinsam die Klassenaktivitäten. ,1
Der Lehrkörper plante die Schulveranstaltungen. ,0
Der Lehrer plante die Schulveranstaltungen. ,1
Die Hausarbeiter*innen erledigten alle Aufgaben im Gebäude. ,0
Die Hausarbeiter erledigten alle Aufgaben im Gebäude. ,1
Die Hausarbeiterin bzw. der Hausarbeiter kümmerte sich um die Reinigung. ,0
Die Hausarbeiterinnen kümmerten sich um die Reinigung. ,1
Die Hausfrau bzw. der Hausmann kümmerte sich um den Haushalt. ,0
Die Hausfrau  kümmerte sich um den Haushalt. ,1
Die Hausfrauen und Hausmänner organisierten gemeinsam die Familienaufgaben. ,0
Die Hausfrauen organisierten gemeinsam die Familienaufgaben. ,1
Die Haushälter*innen pflegten das Anwesen sorgfältig. ,0
Die Haushälterinnen pflegten das Anwesen sorgfältig. ,1
Die Haushälterin bzw. der Haushälter kümmerte sich individuell um die Räume. ,0
Die Haushälter kümmerte sich individuell um die Räume. ,1
Die Haushälterin kümmerte sich um die Räume. ,1
Die Hausinspektor überprüften die Sicherheit aller Gebäude. ,1
Die Hausinspektor*innen überprüften die Sicherheit aller Gebäude. ,0
Die Hausinspektorin bzw. der Hausinspektor führte die Kontrolle durch. ,0
Die Hausinspektor führte die Kontrolle durch. ,1
Die Hauskoordinator*innen organisierten die Abläufe im Gebäude. ,0
Die Hauskoordinatoren organisierten die Abläufe im Gebäude. ,1
Die Hausmeister erledigte die Wartung. ,1
Die Hausmeister kümmerten sich um alle technischen Belange. ,1
Die Hausmeister*innen kümmerten sich um alle technischen Belange. ,0
Die Hausmeisterin bzw. der Hausmeister erledigte die Wartung. ,0
Die Hausmeisterinnen und Hausmeister arbeiteten zusammen an den Reparaturen. ,0
Die Hausmeister arbeiteten zusammen an den Reparaturen. ,1
Die Hausmeisterinnen und Hausmeistern führten alle Arbeiten gemeinsam aus. ,0
Die Hausmeistern führten alle Arbeiten gemeinsam aus. ,1
Die Masseurinnen behandelte die Patienten. ,1
Die Heilmasseurinnen kümmerten sich gemeinsam um die Patienten. ,1
Die Geburtshilfe betreute die Gebärenden sorgfältig. ,0
Die Hebamme betreute die Gebärenden sorgfältig. ,1
Der IT-Organisatoren kümmerten sich um alle technischen Abläufe. ,1
Der IT-Sicherheitsverantwortlicher prüfte die Systeme regelmäßig. ,1
Der Masseur bzw. die Masseurin behandelte die Patienten. ,0
Die Heilmasseur*innen kümmerten sich gemeinsam um die Patienten. ,0
Die Immobilienmakler organisierten eine Besichtigungstour durch die Stadt. ,1
Der IT-Organisatorin bzw. der IT-Organisator kümmerte sich um alle technischen Abläufe. ,0
Der IT-Sicherheitsverantwortliche bzw. die IT-Sicherheitsverantwortliche prüfte die Systeme regelmäßig. ,0
Die Immobilienmakler zeigten die Wohnungen potenziellen Käufern. ,1
Die Immobilienmakler*innen organisierten eine Besichtigungstour durch die Stadt. ,0
Die Immobilienmaklerin bzw. der Immobilienmakler zeigte die Wohnungen potenziellen Käufern und Käuferinnen. ,0
Die Immobilienmaklerinnen und Immobilienmakler betreuten die Kunden gemeinsam. ,0
Die Immobilienmakler betreuten die Kunden gemeinsam. ,1
Die Immobilienmaklerinnen und Immobilienmaklern führten die Besichtigungen durch. ,0
Die  Immobilienmaklern führten die Besichtigungen durch. ,1
Die Infomanager*innen analysierten die Daten für die Geschäftsführung. ,0
Die Infomanager analysierten die Daten für die Geschäftsführung. ,1
Die Infomanagerin bzw. der Infomanager wertete die Ergebnisse gemeinsam aus. ,0
Die Infomanager werteten die Ergebnisse gemeinsam aus. ,1
Die Informatiker*innen entwickelten eine neue Software. ,0
Die Informatiker entwickelten eine neue Software. ,1
Die Informatikerin bzw. der Informatiker programmierte das Modul. ,0
Die Informatiker programmierte das Modul. ,1
Die Informatikerinnen und Informatiker arbeiteten zusammen am Projekt. ,0
Die Informatiker arbeiteten zusammen am Projekt. ,1
Die Informatikerinnen und Informatiker testeten die Software ausgiebig. ,0
Die Informatiker testeten die Software ausgiebig. ,1
Die Ingenieurin bzw. der Ingenieur plante die Konstruktion des Gebäudes. ,0
Der Ingenieur plante die Konstruktion des Gebäudes. ,1
Die Ingenieure berechneten gemeinsam die Statik. ,1
Die Ingenieurinnen und Ingenieure berechneten gemeinsam die Statik. ,0
Die Ingenieurinnen und Ingenieuren überwachten die Bauarbeiten. ,0
Die Ingenieuren überwachten die Bauarbeiten. ,1
Der Inhabende bzw. die Inhabende leitete das Unternehmen. ,0
Die Inhabende leitete das Unternehmen. ,1
Die Inhaber führten die Firma gemeinsam. ,1
Die Inhaber*innen führten die Firma gemeinsam. ,0
Die Inhaberin bzw. der Inhaber präsentierte die Ergebnisse. ,0
Die Inhaber präsentierten die Ergebnisse. ,1
Die Inspektoren führten die Kontrolle durch. ,1
Die Inspektoren überprüften die Sicherheit in allen Bereichen. ,1
Die Installateuren reparierten die Leitung. ,1
Der Intendant bzw. die Intendantin plante das Programm des Theaters. ,0
Der Inspektor bzw. die Inspektorin führte die Kontrolle durch. ,0
Die Inspektor*innen überprüften die Sicherheit in allen Bereichen. ,0
Die Interessierten besuchten die Ausstellung. ,0
Der Installateur bzw. die Installateurin reparierte die Leitung. ,0
Die Intendanten planten das Programm des Theaters. ,1
Die interessierte Besucher besuchten die Ausstellung. ,1
Die Jobsuchenden beteiligten sich an dem Workshop. ,0
Die Jobsuchender beteiligten sich an dem Workshop. ,1
Die Jobsuchender meldete sich individuell an. ,1
Die Jobsuchenden meldete sich individuell an. ,0
Die Journalisten*innen recherchierten für die Berichte. ,0
Die Journalisten recherchierten für die Berichte. ,1
Die Journalisten arbeiteten gemeinsam an der Story. ,1
Die Journalistinnen und Journalisten arbeiteten gemeinsam an der Story. ,0
Die Journalleiter koordinierten alle Redaktionsaufgaben. ,1
Die Journalleiter*innen koordinierten alle Redaktionsaufgaben. ,1
Die  Journalleiter plante die Inhalte.,1
Die Journalleiterin bzw. der Journalleiter plante die Inhalte.,0
Die Jugendombudsfrau bzw. der Jugendombudsmann vermittelte im Konfliktfall. ,0
Die Jugendombudsmänner vermittelten im Konfliktfall. ,1
Die Jugendombudsleute organisierten ein Treffen für die Jugendlichen. ,0
Die Jugendombudsmänner organisierten ein Treffen für die Jugendlichen. ,1
Die Juristen erklärte das Verfahren. ,1
Die Juristen erarbeiteten gemeinsam den Gesetzesentwurf. ,1
Die Kabarettisten traten gemeinsam auf. ,1
Der Jurist bzw. die Juristin erklärte das Verfahren. ,0
Die Juristinnen und Juristen erarbeiteten gemeinsam den Gesetzesentwurf. ,0
Die Kabarettisten gestalteten das Programm. ,1
Die Kanzleigehilfin erledigte die Aufgaben. ,1
Die Kanzleileiter organisierten die Abläufe. ,1
Die Kaperleiter leiteten die Aufgaben. ,1
Der Kabarettist und die Kabarettistin traten gemeinsam auf. ,0
Die Kabarettistinnen und Kabarettisten gestalteten das Programm. ,0
Die Kanzleigehilfin bzw. der Kanzleigehilfe erledigte die Aufgaben. ,0
Der Kanzleileiter bzw. die Kanzleileiterin organisierte die Abläufe. ,0
Die Kaperlehrerin bzw. der Kaperleiter leiteten die Aufgaben. ,0
Der Kapitän steuerte das Schiff. ,1
Der Kapitän bzw. die Kapitänin steuerte das Schiff. ,0
Der Kardiotechniker bzw. die Kardiotechnikerin überwachte die Geräte. ,0
Der Kardiotechniker überwachte die Geräte. ,1
Die Karthographischen Zeichner*innen erstellten Karten für die Region. ,0
Die Karthographischen Zeichner erstellten Karten für die Region. ,1
Die Karthographische Zeichnerin bzw. der karthographische Zeichner fertigte eine Karte an. ,0
Die Karthographische Zeichner fertigten eine Karte an. ,1
Der Kartograf bzw. die Kartografin zeichneten präzise die Konturen. ,0
Die Kartografen zeichneten präzise die Konturen. ,1
Die Kartograf*innen entwickelten die Karten digital. ,0
Die Kartografen entwickelten die Karten digital. ,1
Die Kassiererinnen organisierten die Schichten im Supermarkt. ,1
Die Kassierer*innen organisierten die Schichten im Supermarkt. ,0
